8.221786022186279297e-01 1.778213679790496826e-01
9.464726448059082031e-01 5.352738872170448303e-02
9.742180705070495605e-01 2.578195370733737946e-02
2.688029110431671143e-01 7.311971187591552734e-01
2.239309847354888916e-01 7.760690450668334961e-01
9.230508804321289062e-01 7.694911211729049683e-02
9.811509251594543457e-01 1.884906180202960968e-02
9.711498022079467773e-02 9.028850197792053223e-01
7.522640824317932129e-01 2.477359473705291748e-01
4.354095757007598877e-01 5.645904541015625000e-01
6.366332173347473145e-01 3.633667230606079102e-01
9.692576527595520020e-01 3.074230439960956573e-02
6.820678245276212692e-03 9.931793212890625000e-01
9.852086305618286133e-01 1.479142531752586365e-02
9.067844748497009277e-01 9.321547299623489380e-02
2.861130535602569580e-01 7.138869762420654297e-01
7.807225584983825684e-01 2.192774266004562378e-01
6.412016153335571289e-01 3.587983846664428711e-01
1.831657998263835907e-02 9.816834926605224609e-01
8.262941837310791016e-01 1.737058609724044800e-01
8.744791150093078613e-01 1.255208402872085571e-01
8.612694144248962402e-01 1.387305855751037598e-01
9.239248037338256836e-01 7.607521116733551025e-02
7.568827271461486816e-01 2.431172430515289307e-01
9.075018763542175293e-01 9.249814599752426147e-02
7.680786848068237305e-01 2.319213598966598511e-01
9.812375903129577637e-01 1.876235567033290863e-02
9.539838433265686035e-01 4.601620137691497803e-02
8.668698668479919434e-01 1.331300586462020874e-01
2.742464840412139893e-01 7.257535457611083984e-01
8.276170492172241211e-01 1.723829358816146851e-01
1.304972320795059204e-01 8.695027828216552734e-01
3.285503014922142029e-02 9.671449065208435059e-01
2.415043562650680542e-01 7.584956288337707520e-01
9.248583912849426270e-01 7.514158636331558228e-02
9.809367060661315918e-01 1.906320638954639435e-02
2.622794210910797119e-01 7.377205491065979004e-01
9.362689256668090820e-01 6.373108178377151489e-02
9.402153491973876953e-01 5.978464335203170776e-02
2.873175544664263725e-03 9.971268773078918457e-01
2.393335253000259399e-01 7.606664896011352539e-01
9.036309719085693359e-01 9.636898338794708252e-02
3.841356337070465088e-01 6.158643364906311035e-01
8.530566096305847168e-01 1.469434201717376709e-01
5.664220452308654785e-02 9.433577656745910645e-01
5.173763632774353027e-01 4.826236069202423096e-01
9.009469747543334961e-01 9.905309975147247314e-02
2.363363206386566162e-01 7.636636495590209961e-01
9.146050214767456055e-01 8.539497107267379761e-02
2.022130228579044342e-02 9.797787666320800781e-01
7.174375057220458984e-01 2.825624346733093262e-01
6.610608845949172974e-02 9.338939189910888672e-01
8.560426235198974609e-01 1.439574211835861206e-01
8.995817303657531738e-01 1.004182547330856323e-01
7.069051861763000488e-01 2.930948138236999512e-01
9.845385551452636719e-01 1.546143926680088043e-02
7.615480422973632812e-01 2.384519279003143311e-01
5.697873234748840332e-01 4.302127361297607422e-01
8.811345696449279785e-01 1.188654527068138123e-01
8.824124336242675781e-01 1.175875961780548096e-01
9.189121127128601074e-01 8.108787983655929565e-02
5.528641343116760254e-01 4.471358656883239746e-01
6.957204937934875488e-01 3.042795658111572266e-01
8.518614172935485840e-01 1.481386125087738037e-01
5.980252623558044434e-01 4.019747078418731689e-01
8.339393734931945801e-01 1.660606414079666138e-01
1.921195834875106812e-01 8.078803420066833496e-01
3.651905804872512817e-02 9.634808897972106934e-01
4.847004115581512451e-01 5.152995586395263672e-01
4.512743353843688965e-01 5.487256050109863281e-01
4.747672677040100098e-01 5.252327322959899902e-01
8.056331872940063477e-01 1.943668574094772339e-01
7.015138864517211914e-01 2.984860837459564209e-01
7.401939630508422852e-01 2.598060667514801025e-01
7.852160334587097168e-01 2.147839814424514771e-01
4.753244668245315552e-02 9.524675011634826660e-01
7.909353375434875488e-01 2.090646177530288696e-01
9.850177168846130371e-01 1.498226542025804520e-02
9.744589924812316895e-01 2.554093115031719208e-02
2.918624281883239746e-01 7.081376314163208008e-01
8.708591461181640625e-01 1.291408240795135498e-01
5.363968014717102051e-01 4.636031389236450195e-01
8.283141069114208221e-03 9.917169213294982910e-01
8.647714257240295410e-01 1.352285742759704590e-01
6.765989065170288086e-01 3.234010934829711914e-01
7.741146087646484375e-01 2.258854210376739502e-01
3.280609101057052612e-02 9.671939015388488770e-01
7.776837348937988281e-01 2.223162353038787842e-01
3.498875498771667480e-01 6.501124501228332520e-01
6.360515356063842773e-01 3.639484345912933350e-01
8.487837314605712891e-01 1.512162089347839355e-01
8.989483118057250977e-01 1.010516658425331116e-01
4.636296927928924561e-01 5.363703370094299316e-01
6.427910923957824707e-01 3.572089374065399170e-01
9.662463665008544922e-01 3.375367447733879089e-02
9.284485578536987305e-01 7.155147939920425415e-02
1.522568240761756897e-02 9.847742915153503418e-01
7.879119515419006348e-01 2.120880484580993652e-01
8.658854961395263672e-01 1.341144442558288574e-01
1.375268846750259399e-01 8.624730706214904785e-01
9.770025014877319336e-01 2.299754135310649872e-02
8.813272118568420410e-01 1.186728030443191528e-01
4.068528115749359131e-01 5.931472182273864746e-01
2.674491107463836670e-01 7.325509190559387207e-01
8.744716644287109375e-01 1.255283355712890625e-01
9.756729602813720703e-01 2.432703040540218353e-02
7.737420797348022461e-01 2.262579798698425293e-01
5.575935840606689453e-01 4.424064159393310547e-01
6.296783089637756348e-01 3.703216612339019775e-01
7.756680250167846680e-01 2.243319600820541382e-01
8.317359685897827148e-01 1.682640314102172852e-01
9.597563147544860840e-01 4.024374485015869141e-02
5.190785229206085205e-02 9.480921030044555664e-01
5.425658226013183594e-01 4.574341773986816406e-01
1.399727654643356800e-03 9.986003041267395020e-01
1.523525118827819824e-01 8.476474881172180176e-01
9.677661061286926270e-01 3.223396837711334229e-02
9.225509166717529297e-01 7.744911313056945801e-02
9.064303636550903320e-01 9.356961399316787720e-02
9.538018107414245605e-01 4.619815945625305176e-02
9.036346673965454102e-01 9.636526554822921753e-02
8.967869877815246582e-01 1.032130941748619080e-01
2.587336003780364990e-01 7.412664294242858887e-01
6.893329024314880371e-01 3.106671273708343506e-01
9.735595583915710449e-01 2.644037827849388123e-02
9.729121327400207520e-01 2.708790823817253113e-02
9.862642884254455566e-01 1.373569108545780182e-02
8.655389547348022461e-01 1.344610899686813354e-01
9.777696132659912109e-01 2.223039232194423676e-02
7.545100450515747070e-01 2.454899102449417114e-01
8.526573181152343750e-01 1.473427265882492065e-01
1.492800116539001465e-01 8.507199883460998535e-01
9.415423870086669922e-01 5.845756828784942627e-02
9.298980236053466797e-01 7.010199129581451416e-02
9.722970128059387207e-01 2.770295739173889160e-02
6.778041124343872070e-01 3.221958577632904053e-01
2.777631282806396484e-01 7.222368717193603516e-01
9.622806906700134277e-01 3.771930932998657227e-02
8.408470451831817627e-02 9.159153103828430176e-01
8.896858692169189453e-01 1.103140562772750854e-01
8.957109451293945312e-01 1.042890697717666626e-01
5.054345130920410156e-01 4.945654273033142090e-01
7.554053068161010742e-01 2.445946782827377319e-01
2.732479572296142578e-02 9.726752042770385742e-01
5.953503847122192383e-01 4.046496450901031494e-01
9.856668114662170410e-01 1.433324534446001053e-02
9.768139719963073730e-01 2.318602427840232849e-02
9.775245189666748047e-01 2.247548475861549377e-02
4.235844612121582031e-01 5.764154791831970215e-01
2.259638458490371704e-01 7.740361690521240234e-01
9.344364404678344727e-01 6.556358933448791504e-02
9.547072649002075195e-01 4.529269412159919739e-02
9.705305695533752441e-01 2.946951426565647125e-02
1.374551057815551758e-01 8.625448942184448242e-01
5.073918700218200684e-01 4.926081597805023193e-01
1.764253377914428711e-01 8.235746622085571289e-01
8.534974455833435059e-01 1.465026140213012695e-01
6.959248781204223633e-01 3.040751218795776367e-01
7.792971134185791016e-01 2.207028865814208984e-01
5.693609118461608887e-01 4.306391477584838867e-01
1.742639392614364624e-02 9.825735688209533691e-01
1.743555516004562378e-01 8.256444334983825684e-01
8.109613060951232910e-01 1.890387535095214844e-01
1.742783635854721069e-01 8.257215619087219238e-01
7.675377279520034790e-02 9.232462644577026367e-01
2.250112146139144897e-01 7.749887704849243164e-01
4.889413118362426758e-01 5.110586881637573242e-01
1.136408224701881409e-01 8.863592147827148438e-01
5.084570031613111496e-03 9.949154853820800781e-01
5.394360795617103577e-02 9.460563659667968750e-01
9.748412966728210449e-01 2.515872009098529816e-02
5.070973653346300125e-03 9.949290752410888672e-01
9.760667085647583008e-01 2.393327839672565460e-02
6.131926178932189941e-01 3.868073821067810059e-01
5.399734973907470703e-01 4.600265324115753174e-01
5.021591782569885254e-01 4.978408217430114746e-01
5.574694871902465820e-01 4.425305128097534180e-01
9.181789755821228027e-01 8.182102441787719727e-02
6.918755769729614258e-01 3.081244230270385742e-01
2.310282588005065918e-01 7.689717411994934082e-01
3.957197666168212891e-01 6.042802929878234863e-01
3.240653574466705322e-01 6.759346723556518555e-01
4.386262595653533936e-01 5.613736510276794434e-01
9.882150888442993164e-01 1.178493909537792206e-02
6.641838550567626953e-01 3.358161747455596924e-01
6.916517019271850586e-01 3.083482384681701660e-01
1.016011312603950500e-01 8.983988761901855469e-01
8.686947822570800781e-02 9.131305217742919922e-01
9.318615198135375977e-01 6.813849508762359619e-02
9.816700220108032227e-01 1.832990720868110657e-02
5.896419882774353027e-01 4.103580713272094727e-01
8.359374403953552246e-01 1.640625745058059692e-01
